url,domain,type,issues
https://example.it/category/category-161,example.it,category,hreflang_missing|faceted_duplicate
https://example.jp/product/product-162,example.jp,product,hreflang_missing
https://example.in/product/product-163,example.in,product,hreflang_missing|slow_lcp
https://example.mx/photo/164,example.mx,photo,missing_meta_description
https://example.br/product/product-165,example.br,product,hreflang_missing|non_canonical_self
https://example.nl/photo/166,example.nl,photo,duplicate_title|hreflang_missing
https://example.sg/magazine/editorial-article-167,example.sg,editorial,missing_meta_description|hreflang_missing
https://example.com/product/product-168,example.com,product,slow_lcp
https://example.co.uk/category/category-169,example.co.uk,category,hreflang_missing|slow_lcp|faceted_duplicate
https://example.de/discussion/170,example.de,forum,missing_meta_description|hreflang_missing
https://example.fr/photo/171,example.fr,photo,orphan|duplicate_title|slow_lcp|broken_internal_link
https://example.com.au/photo/172,example.com.au,photo,hreflang_missing
https://example.ca/product/product-173,example.ca,product,hreflang_missing|broken_internal_link|redirect_chain
https://example.es/photo/174,example.es,photo,hreflang_missing|slow_lcp
https://example.it/product/product-175,example.it,product,duplicate_title|hreflang_missing|slow_lcp
https://example.jp/product/product-176,example.jp,product,missing_meta_description|hreflang_missing
https://example.in/photo/177,example.in,photo,hreflang_missing|slow_lcp
https://example.mx/photo/178,example.mx,photo,
https://example.br/photo/179,example.br,photo,
https://example.nl/product/product-180,example.nl,product,hreflang_missing
https://example.sg/magazine/editorial-article-181,example.sg,editorial,hreflang_missing|redirect_chain
https://example.com/professional/directory-182,example.com,directory,slow_lcp
https://example.co.uk/product/product-183,example.co.uk,product,hreflang_missing
https://example.de/product/product-184,example.de,product,
https://example.fr/discussion/185,example.fr,forum,
https://example.com.au/product/product-186,example.com.au,product,slow_lcp|faceted_duplicate
https://example.ca/photo/187,example.ca,photo,hreflang_missing
https://example.es/product/product-188,example.es,product,noindex|missing_meta_description|hreflang_missing|broken_internal_link
https://example.it/discussion/189,example.it,forum,duplicate_title|missing_meta_description|hreflang_missing
https://example.jp/product/product-190,example.jp,product,
https://example.in/product/product-191,example.in,product,orphan|noindex|hreflang_missing
https://example.mx/category/category-192?style=modern&price=low&color=red,example.mx,category,slow_lcp|broken_internal_link
https://example.br/discussion/193,example.br,forum,
https://example.nl/discussion/194,example.nl,forum,hreflang_missing
https://example.sg/professional/directory-195,example.sg,directory,hreflang_missing
https://example.com/discussion/196,example.com,forum,duplicate_title
https://example.co.uk/magazine/editorial-article-197,example.co.uk,editorial,duplicate_title|missing_meta_description|hreflang_missing
https://example.de/photo/198,example.de,photo,duplicate_title
https://example.fr/photo/199,example.fr,photo,missing_meta_description|hreflang_missing|slow_lcp
https://example.com.au/photo/200,example.com.au,photo,missing_meta_description|hreflang_missing
https://example.ca/product/product-201,example.ca,product,
https://example.es/photo/202,example.es,photo,hreflang_missing
https://example.it/product/product-203,example.it,product,noindex|hreflang_missing
https://example.jp/photo/204,example.jp,photo,missing_meta_description|hreflang_missing
https://example.in/magazine/editorial-article-205,example.in,editorial,duplicate_title
https://example.mx/photo/206,example.mx,photo,
https://example.br/product/product-207,example.br,product,hreflang_missing
https://example.nl/product/product-208,example.nl,product,duplicate_title
https://example.sg/category/category-209,example.sg,category,duplicate_title|hreflang_missing|faceted_duplicate
https://example.com/product/product-210,example.com,product,
https://example.co.uk/magazine/editorial-article-211,example.co.uk,editorial,duplicate_title|hreflang_missing
https://example.de/product/product-212,example.de,product,
https://example.fr/product/product-213,example.fr,product,
https://example.com.au/product/product-214,example.com.au,product,hreflang_missing
https://example.ca/product/product-215,example.ca,product,
https://example.es/product/product-216,example.es,product,missing_meta_description|broken_internal_link
https://example.it/discussion/217,example.it,forum,
https://example.jp/photo/218,example.jp,photo,slow_lcp|broken_internal_link
https://example.in/category/category-219,example.in,category,
https://example.mx/discussion/220,example.mx,forum,hreflang_missing
https://example.br/magazine/editorial-article-221,example.br,editorial,hreflang_missing|slow_lcp
https://example.nl/product/product-222,example.nl,product,missing_meta_description
https://example.sg/product/product-223,example.sg,product,hreflang_missing
https://example.com/photo/224,example.com,photo,
https://example.co.uk/product/product-225,example.co.uk,product,hreflang_missing|broken_internal_link
https://example.de/product/product-226,example.de,product,
https://example.fr/category/category-227,example.fr,category,faceted_duplicate
https://example.com.au/photo/228,example.com.au,photo,duplicate_title|hreflang_missing
https://example.ca/discussion/229,example.ca,forum,
https://example.es/photo/230,example.es,photo,
https://example.it/product/product-231,example.it,product,hreflang_missing
https://example.jp/magazine/editorial-article-232,example.jp,editorial,orphan|slow_lcp
https://example.in/product/product-233,example.in,product,missing_meta_description|slow_lcp
https://example.mx/product/product-234,example.mx,product,hreflang_missing|faceted_duplicate
https://example.br/product/product-235,example.br,product,hreflang_missing
https://example.nl/magazine/editorial-article-236,example.nl,editorial,
https://example.sg/product/product-237,example.sg,product,duplicate_title|hreflang_missing|redirect_chain
https://example.com/category/category-238,example.com,category,
https://example.co.uk/product/product-239,example.co.uk,product,
https://example.de/product/product-240,example.de,product,missing_meta_description|slow_lcp|broken_internal_link
https://example.fr/magazine/editorial-article-241,example.fr,editorial,duplicate_title
https://example.com.au/discussion/242,example.com.au,forum,missing_meta_description|hreflang_missing|faceted_duplicate
https://example.ca/discussion/243,example.ca,forum,hreflang_missing
https://example.es/professional/directory-244,example.es,directory,hreflang_missing|faceted_duplicate
https://example.it/category/category-245,example.it,category,hreflang_missing
https://example.jp/product/product-246,example.jp,product,orphan
https://example.in/product/product-247,example.in,product,missing_meta_description|hreflang_missing
https://example.mx/product/product-248,example.mx,product,hreflang_missing|slow_lcp
https://example.br/photo/249,example.br,photo,missing_meta_description|slow_lcp
https://example.nl/product/product-250,example.nl,product,missing_meta_description|hreflang_missing
https://example.sg/product/product-251,example.sg,product,missing_meta_description|hreflang_missing
https://example.com/magazine/editorial-article-252,example.com,editorial,missing_meta_description|slow_lcp
https://example.co.uk/discussion/253,example.co.uk,forum,duplicate_title|hreflang_missing
https://example.de/magazine/editorial-article-254,example.de,editorial,
https://example.fr/product/product-255,example.fr,product,faceted_duplicate
https://example.com.au/discussion/256,example.com.au,forum,hreflang_missing|faceted_duplicate
https://example.ca/product/product-257,example.ca,product,missing_meta_description|hreflang_missing
https://example.es/magazine/editorial-article-258,example.es,editorial,slow_lcp
https://example.it/photo/259,example.it,photo,missing_meta_description
https://example.jp/category/category-260?price=low&color=red&style=modern,example.jp,category,orphan|missing_meta_description|redirect_chain
https://example.in/magazine/editorial-article-261,example.in,editorial,hreflang_missing
https://example.mx/product/product-262,example.mx,product,hreflang_missing
https://example.br/photo/263,example.br,photo,missing_meta_description
https://example.nl/category/category-264,example.nl,category,slow_lcp
https://example.sg/magazine/editorial-article-265,example.sg,editorial,hreflang_missing|slow_lcp
https://example.com/category/category-266,example.com,category,faceted_duplicate
https://example.co.uk/photo/267,example.co.uk,photo,hreflang_missing
https://example.de/product/product-268,example.de,product,hreflang_missing|slow_lcp
https://example.fr/category/category-269?style=modern,example.fr,category,hreflang_missing|faceted_duplicate
https://example.com.au/product/product-270,example.com.au,product,hreflang_missing|slow_lcp
https://example.ca/product/product-271,example.ca,product,missing_meta_description|hreflang_missing|slow_lcp
https://example.es/product/product-272,example.es,product,duplicate_title|slow_lcp
https://example.it/product/product-273,example.it,product,
https://example.jp/photo/274,example.jp,photo,slow_lcp
https://example.in/discussion/275,example.in,forum,
https://example.mx/category/category-276,example.mx,category,
https://example.br/product/product-277,example.br,product,slow_lcp
https://example.nl/product/product-278,example.nl,product,duplicate_title|hreflang_missing|broken_internal_link
https://example.sg/product/product-279,example.sg,product,missing_meta_description
https://example.com/discussion/280,example.com,forum,
https://example.co.uk/photo/281,example.co.uk,photo,hreflang_missing|slow_lcp
https://example.de/category/category-282?color=red,example.de,category,hreflang_missing|non_canonical_self
https://example.fr/product/product-283,example.fr,product,hreflang_missing|slow_lcp
https://example.com.au/product/product-284,example.com.au,product,redirect_chain
https://example.ca/photo/285,example.ca,photo,orphan|hreflang_missing|slow_lcp
https://example.es/product/product-286,example.es,product,
https://example.it/discussion/287,example.it,forum,hreflang_missing|slow_lcp
https://example.jp/photo/288,example.jp,photo,
https://example.in/photo/289,example.in,photo,hreflang_missing|slow_lcp
https://example.mx/product/product-290,example.mx,product,hreflang_missing
https://example.br/product/product-291,example.br,product,
https://example.nl/discussion/292,example.nl,forum,hreflang_missing
https://example.sg/product/product-293,example.sg,product,missing_meta_description|slow_lcp
https://example.com/product/product-294,example.com,product,slow_lcp|broken_internal_link
https://example.co.uk/product/product-295,example.co.uk,product,missing_meta_description|non_canonical_self
https://example.de/product/product-296,example.de,product,noindex|hreflang_missing
https://example.fr/product/product-297,example.fr,product,hreflang_missing
https://example.com.au/professional/directory-298,example.com.au,directory,
https://example.ca/photo/299,example.ca,photo,hreflang_missing
https://example.es/photo/300,example.es,photo,noindex|hreflang_missing
https://example.it/product/product-301,example.it,product,hreflang_missing
https://example.jp/category/category-302?material=wood,example.jp,category,hreflang_missing
https://example.in/category/category-303?style=modern,example.in,category,hreflang_missing|faceted_duplicate
https://example.mx/category/category-304?material=wood,example.mx,category,missing_meta_description|faceted_duplicate
https://example.br/magazine/editorial-article-305,example.br,editorial,hreflang_missing|slow_lcp
https://example.nl/product/product-306,example.nl,product,missing_meta_description
https://example.sg/product/product-307,example.sg,product,
https://example.com/magazine/editorial-article-308,example.com,editorial,missing_meta_description
https://example.co.uk/magazine/editorial-article-309,example.co.uk,editorial,
https://example.de/magazine/editorial-article-310,example.de,editorial,noindex|hreflang_missing
https://example.fr/product/product-311,example.fr,product,hreflang_missing
https://example.com.au/professional/directory-312,example.com.au,directory,noindex|missing_meta_description|hreflang_missing
https://example.ca/product/product-313,example.ca,product,
https://example.es/product/product-314,example.es,product,missing_meta_description|hreflang_missing
https://example.it/magazine/editorial-article-315,example.it,editorial,hreflang_missing|slow_lcp
https://example.jp/product/product-316,example.jp,product,duplicate_title|slow_lcp
https://example.in/professional/directory-317,example.in,directory,orphan
https://example.mx/discussion/318,example.mx,forum,
https://example.br/product/product-319,example.br,product,
https://example.nl/product/product-320,example.nl,product,slow_lcp
https://example.sg/photo/321,example.sg,photo,
https://example.com/product/product-322,example.com,product,orphan|missing_meta_description|hreflang_missing
https://example.co.uk/category/category-323,example.co.uk,category,
https://example.de/product/product-324,example.de,product,missing_meta_description|hreflang_missing
https://example.fr/photo/325,example.fr,photo,hreflang_missing
https://example.com.au/product/product-326,example.com.au,product,hreflang_missing
https://example.ca/product/product-327,example.ca,product,duplicate_title|slow_lcp
https://example.es/discussion/328,example.es,forum,missing_meta_description
https://example.it/product/product-329,example.it,product,hreflang_missing
https://example.jp/photo/330,example.jp,photo,broken_internal_link
https://example.in/discussion/331,example.in,forum,missing_meta_description|hreflang_missing
https://example.mx/photo/332,example.mx,photo,duplicate_title
https://example.br/photo/333,example.br,photo,non_canonical_self
https://example.nl/photo/334,example.nl,photo,orphan|hreflang_missing
https://example.sg/product/product-335,example.sg,product,duplicate_title|hreflang_missing|faceted_duplicate
https://example.com/product/product-336,example.com,product,faceted_duplicate
https://example.co.uk/discussion/337,example.co.uk,forum,non_canonical_self
https://example.de/magazine/editorial-article-338,example.de,editorial,hreflang_missing|slow_lcp
https://example.fr/magazine/editorial-article-339,example.fr,editorial,hreflang_missing|slow_lcp
https://example.com.au/professional/directory-340,example.com.au,directory,duplicate_title|hreflang_missing|slow_lcp
https://example.ca/product/product-341,example.ca,product,hreflang_missing
https://example.es/professional/directory-342,example.es,directory,
https://example.it/product/product-343,example.it,product,duplicate_title|hreflang_missing
https://example.jp/photo/344,example.jp,photo,
https://example.in/magazine/editorial-article-345,example.in,editorial,
https://example.mx/product/product-346,example.mx,product,orphan
https://example.br/magazine/editorial-article-347,example.br,editorial,missing_meta_description|slow_lcp
https://example.nl/discussion/348,example.nl,forum,missing_meta_description|slow_lcp
https://example.sg/photo/349,example.sg,photo,slow_lcp
https://example.com/discussion/350,example.com,forum,missing_meta_description
https://example.co.uk/product/product-351,example.co.uk,product,hreflang_missing|slow_lcp
https://example.de/product/product-352,example.de,product,missing_meta_description|hreflang_missing
https://example.fr/product/product-353,example.fr,product,
https://example.com.au/product/product-354,example.com.au,product,
https://example.ca/category/category-355,example.ca,category,noindex
https://example.es/magazine/editorial-article-356,example.es,editorial,duplicate_title|faceted_duplicate
https://example.it/product/product-357,example.it,product,hreflang_missing
https://example.jp/photo/358,example.jp,photo,hreflang_missing|redirect_chain
https://example.in/category/category-359,example.in,category,hreflang_missing|slow_lcp
https://example.mx/product/product-360,example.mx,product,
https://example.br/photo/361,example.br,photo,hreflang_missing|slow_lcp
https://example.nl/discussion/362,example.nl,forum,missing_meta_description|hreflang_missing
https://example.sg/category/category-363?color=red&material=wood,example.sg,category,orphan|hreflang_missing
https://example.com/product/product-364,example.com,product,hreflang_missing|non_canonical_self
https://example.co.uk/product/product-365,example.co.uk,product,orphan|hreflang_missing
https://example.de/category/category-366?material=wood&price=low&style=modern,example.de,category,hreflang_missing|slow_lcp
https://example.fr/category/category-367,example.fr,category,hreflang_missing
https://example.com.au/photo/368,example.com.au,photo,hreflang_missing
https://example.ca/product/product-369,example.ca,product,hreflang_missing
https://example.es/product/product-370,example.es,product,hreflang_missing
https://example.it/discussion/371,example.it,forum,missing_meta_description|hreflang_missing|broken_internal_link
https://example.jp/discussion/372,example.jp,forum,
https://example.in/photo/373,example.in,photo,hreflang_missing|slow_lcp
https://example.mx/product/product-374,example.mx,product,noindex|hreflang_missing
https://example.br/professional/directory-375,example.br,directory,
https://example.nl/photo/376,example.nl,photo,slow_lcp|non_canonical_self
https://example.sg/product/product-377,example.sg,product,hreflang_missing
https://example.com/product/product-378,example.com,product,missing_meta_description
https://example.co.uk/product/product-379,example.co.uk,product,
https://example.de/discussion/380,example.de,forum,
https://example.fr/product/product-381,example.fr,product,
https://example.com.au/magazine/editorial-article-382,example.com.au,editorial,missing_meta_description|slow_lcp
https://example.ca/product/product-383,example.ca,product,hreflang_missing
https://example.es/category/category-384,example.es,category,hreflang_missing|faceted_duplicate|broken_internal_link
https://example.it/discussion/385,example.it,forum,hreflang_missing
https://example.jp/magazine/editorial-article-386,example.jp,editorial,hreflang_missing|slow_lcp
https://example.in/category/category-387,example.in,category,
https://example.mx/photo/388,example.mx,photo,hreflang_missing|slow_lcp
https://example.br/category/category-389,example.br,category,hreflang_missing
https://example.nl/product/product-390,example.nl,product,hreflang_missing|redirect_chain
https://example.sg/product/product-391,example.sg,product,duplicate_title|missing_meta_description|hreflang_missing|slow_lcp
https://example.com/photo/392,example.com,photo,orphan|missing_meta_description
https://example.co.uk/product/product-393,example.co.uk,product,orphan
https://example.de/photo/394,example.de,photo,hreflang_missing
https://example.fr/product/product-395,example.fr,product,hreflang_missing|faceted_duplicate
https://example.com.au/product/product-396,example.com.au,product,hreflang_missing
https://example.ca/professional/directory-397,example.ca,directory,missing_meta_description|hreflang_missing|slow_lcp
https://example.es/product/product-398,example.es,product,duplicate_title|faceted_duplicate
https://example.it/product/product-399,example.it,product,
https://example.jp/discussion/400,example.jp,forum,
https://example.in/category/category-401,example.in,category,hreflang_missing
https://example.mx/category/category-402,example.mx,category,duplicate_title|hreflang_missing
https://example.br/category/category-403?color=red&style=modern&material=wood,example.br,category,
https://example.nl/category/category-404,example.nl,category,missing_meta_description|hreflang_missing|faceted_duplicate
https://example.sg/photo/405,example.sg,photo,
https://example.com/category/category-406,example.com,category,
https://example.co.uk/product/product-407,example.co.uk,product,hreflang_missing
https://example.de/professional/directory-408,example.de,directory,orphan|missing_meta_description|hreflang_missing|faceted_duplicate
https://example.fr/discussion/409,example.fr,forum,
https://example.com.au/magazine/editorial-article-410,example.com.au,editorial,slow_lcp
https://example.ca/magazine/editorial-article-411,example.ca,editorial,duplicate_title|hreflang_missing
https://example.es/magazine/editorial-article-412,example.es,editorial,
https://example.it/product/product-413,example.it,product,hreflang_missing
https://example.jp/category/category-414,example.jp,category,faceted_duplicate
https://example.in/photo/415,example.in,photo,
https://example.mx/photo/416,example.mx,photo,hreflang_missing|slow_lcp
https://example.br/discussion/417,example.br,forum,hreflang_missing
https://example.nl/product/product-418,example.nl,product,hreflang_missing
https://example.sg/product/product-419,example.sg,product,
https://example.com/product/product-420,example.com,product,orphan
https://example.co.uk/product/product-421,example.co.uk,product,
https://example.de/category/category-422?color=red&style=modern,example.de,category,hreflang_missing
https://example.fr/product/product-423,example.fr,product,slow_lcp
https://example.com.au/photo/424,example.com.au,photo,slow_lcp
https://example.ca/product/product-425,example.ca,product,
https://example.es/professional/directory-426,example.es,directory,hreflang_missing
https://example.it/photo/427,example.it,photo,hreflang_missing
https://example.jp/category/category-428?material=wood&style=modern&color=red,example.jp,category,duplicate_title|missing_meta_description|slow_lcp
https://example.in/product/product-429,example.in,product,
https://example.mx/product/product-430,example.mx,product,
https://example.br/discussion/431,example.br,forum,hreflang_missing|broken_internal_link
https://example.nl/magazine/editorial-article-432,example.nl,editorial,hreflang_missing
https://example.sg/magazine/editorial-article-433,example.sg,editorial,
https://example.com/product/product-434,example.com,product,faceted_duplicate
https://example.co.uk/magazine/editorial-article-435,example.co.uk,editorial,hreflang_missing
https://example.de/photo/436,example.de,photo,missing_meta_description|slow_lcp
https://example.fr/product/product-437,example.fr,product,duplicate_title
https://example.com.au/category/category-438,example.com.au,category,orphan|faceted_duplicate
https://example.ca/photo/439,example.ca,photo,orphan|slow_lcp
https://example.es/category/category-440,example.es,category,duplicate_title|missing_meta_description|slow_lcp|faceted_duplicate
https://example.it/product/product-441,example.it,product,missing_meta_description
https://example.jp/category/category-442,example.jp,category,hreflang_missing|slow_lcp|faceted_duplicate
https://example.in/category/category-443,example.in,category,
https://example.mx/product/product-444,example.mx,product,hreflang_missing
https://example.br/photo/445,example.br,photo,missing_meta_description|hreflang_missing
https://example.nl/category/category-446,example.nl,category,duplicate_title|hreflang_missing
